Longitude,Latitude,District,Stability,Rainfall,Vegetation,River_distance,Slope,Prediction
108.0899093254269,-6.514562455926853,Semarang,0.6820196844808342,4938.452645278228,0.5579487377756371,21.512204548143767,8.089089145569156,low
110.01924532059516,-6.990178080443681,Bogor,0.4642252990844898,4587.226383750027,0.2686433416455471,7.2423223320387295,19.29127286744598,high
110.53370163742096,-7.107678145336423,Bogor,0.5077483829533522,4966.499386499932,0.3851656427087979,15.55598866430334,19.578755057297784,very low
107.0261264310642,-7.328416534521119,Yogyakarta,0.6246975628718925,4862.811594533095,0.2166385327783284,48.46793571393578,24.087288592927,high
107.37019320477144,-7.401543157745316,Bogor,0.5873873102017371,5898.446516643877,0.5177342780562035,48.17197299530501,33.81116810232727,very low
109.94833593454456,-6.946442330013828,Yogyakarta,0.3904090462226471,5294.742243229005,0.3723285521797148,18.63388719334288,33.17070430246113,very low
107.732005096978,-7.461483259045968,Semarang,0.5733872421900077,6060.912838769668,0.517521142379822,16.11750507110476,33.37282667366401,moderate
107.71232531220136,-7.01574436437049,Semarang,0.4581859001835148,5002.899479936497,0.4321487831525062,9.755147285484089,30.52113389166113,low
108.87981347862144,-7.325566070220911,Yogyakarta,0.3455547410057332,5379.156398911799,0.233456616068328,42.39858030928752,14.864282237175534,high
109.51342303005976,-6.855103866898559,Semarang,0.4044922275848848,6342.651417316187,0.5239880532909827,26.140600127149213,18.411144337470542,low
110.405487190088,-7.05725717492183,Yogyakarta,0.3691664192766601,4696.579508921964,0.2071077961586651,39.31165281030163,11.820312689231129,very low
106.73458023725983,-6.882820746033422,Bogor,0.3490578659784815,6292.549175423063,0.3144059605391461,16.55414634435925,30.28886592861145,very low
108.45939920736087,-7.387870677163059,Bogor,0.6898525451905686,5602.293891493608,0.3727382257343523,47.395308023210994,32.90041520315687,moderate
109.78208862389216,-7.22774455861772,Cianjur,0.3804868500080351,5934.636532195765,0.5927399913109945,35.84660645062075,11.959338222125456,very low
106.51166552318108,-7.4020802799732754,Bogor,0.4895643770252413,5722.042717474726,0.5453340600079553,13.695666723511088,24.59608680478335,high
108.57830317984006,-7.088381381985247,Bogor,0.4027045088045377,5213.85941598034,0.2110860399517984,13.15442683500096,14.510263331015404,high
109.2584616298319,-7.443036898244549,Cianjur,0.2648800560728263,5919.713038987122,0.3068105076744387,10.198782832698232,5.676337933783499,low
108.6793734879208,-6.951563914302926,Cianjur,0.2063221208201036,6133.375932288051,0.5520004215690724,49.891332701033946,17.29874863399233,moderate
109.02766009580542,-6.619529409588488,Bogor,0.536244266968146,5573.086416404659,0.5912286581578888,18.71151435286069,20.89751081618292,low
106.86083277631528,-7.397519191383337,Cianjur,0.5159080924473929,5248.759264469364,0.4173681026832559,12.12666176437331,17.110672333833378,very low
109.79391512211173,-6.851969160784307,Semarang,0.5766300655564793,6486.437186693598,0.3717446884039256,41.6143230989836,29.38890534841845,very low
110.6286978639292,-6.613052747012685,Semarang,0.3092990680273636,5019.570820910465,0.4733636710571554,45.46678933516915,10.50348073098137,high
109.00674347311704,-6.725282033864336,Cianjur,0.4923403065304148,6058.455814261479,0.4268746570130854,38.3899962502227,21.435064096667386,low
110.53370163742096,-7.107678145336423,Bogor,0.5077483829533522,4966.499386499932,0.3851656427087979,15.55598866430334,19.578755057297784,very low
108.64213198681736,-6.913772123723411,Yogyakarta,0.245041707704332,5801.463454203987,0.3157626085469331,25.639522214091187,27.630079223624527,moderate
107.96473586813022,-6.683029428938144,Cianjur,0.3076003907482945,4518.1271855467785,0.5413963518309854,24.93997658786355,7.866427980337407,very low
106.7592833030554,-7.274221218369873,Yogyakarta,0.6065133050436134,4785.022524946368,0.3818103411639988,34.38448052263257,6.062066678665442,high
110.29250639713572,-7.365305189970505,Yogyakarta,0.4187298691052309,5347.906821142605,0.4931318981709126,35.424507865772114,12.205130059246912,very low
107.63163902636452,-7.29965672173872,Cianjur,0.6640183078006547,6337.250881949488,0.5554226258486652,25.746086460171263,11.97475544849697,very low
109.81568007870916,-6.680625458638924,Yogyakarta,0.4771474099315609,6337.273480139098,0.4530969928109508,17.699517316351475,5.284478236800149,moderate
107.76427038516576,-6.67149204693855,Bogor,0.2474445565884824,6313.946036631517,0.4953101706397869,39.424865274635984,14.533663107435965,high
107.4801257008418,-7.360731820137174,Semarang,0.3089496298955196,4985.594433378557,0.4167804187709061,43.316204933839664,14.30999948631385,high
110.6836699544363,-7.136686550909953,Cianjur,0.3016664035985331,5828.922466271206,0.2435562161855016,5.1480839503548985,24.055508596481104,moderate
110.19781272424166,-6.625669327754116,Cianjur,0.2028077467815819,5522.954264895909,0.530652031328335,37.19319369152013,19.66725501039513,moderate
109.68958853674825,-7.15026843244175,Bogor,0.54504603494991,4908.204855551297,0.4292027724879612,44.95254553556662,33.513086465301186,low
108.42758401132004,-6.700372387638552,Semarang,0.2853091069973535,5890.515756117808,0.4856362259829335,6.24846913070553,13.269903880747489,very low
107.60902210076408,-6.58585306116987,Yogyakarta,0.6957421896911187,5041.399346218204,0.4160064610687162,19.56528623681278,27.286356323030954,very low
109.3603871718138,-7.017569942207135,Bogor,0.5192318125080408,5154.883064601831,0.3991453321649358,36.22939263798412,34.15137499725943,low
109.68958853674825,-7.15026843244175,Bogor,0.54504603494991,4908.204855551297,0.4292027724879612,44.95254553556662,33.513086465301186,low
109.18295435726348,-7.4143335980867935,Bogor,0.4981257476564781,5823.119017124927,0.4723326376778645,17.957365716677533,28.63646546716441,low
107.30069893834091,-6.632154396851877,Cianjur,0.6378026864665947,5697.289753305329,0.4482084839097896,8.548168138259538,33.84602752602843,moderate
108.45721045841978,-7.233823221360013,Bogor,0.2582294814587639,6218.391052309576,0.5780448667506948,9.02180204284327,22.07233605347192,moderate
108.45721045841978,-7.233823221360013,Bogor,0.2582294814587639,6218.391052309576,0.5780448667506948,9.02180204284327,22.07233605347192,high
109.42673166790792,-6.60400583156901,Cianjur,0.2197586142068355,4757.320330477383,0.21154599235048,9.090029831985422,16.444329693758576,low
108.76697720086538,-7.331631425500173,Bogor,0.4173899174297979,5876.010149737967,0.5737533720491375,32.38422235617727,21.84575447609449,low
107.22238880426389,-7.071370173692059,Cianjur,0.5169977326181245,4791.152932220403,0.3406974142213037,31.26691743309027,16.373600630839157,low
108.87981347862144,-7.325566070220911,Yogyakarta,0.3455547410057332,5379.156398911799,0.233456616068328,42.39858030928752,14.864282237175534,moderate
106.81581772575385,-6.549087028895688,Semarang,0.2673245146251558,5696.329053573612,0.3210996154584701,7.775257885447041,7.97594677476863,moderate
108.14034611872478,-6.901064513044333,Cianjur,0.3204386236711836,5660.476525731773,0.5199463232986143,47.4401343384082,11.381855702693995,low
